name,matches,innings_batted,not_outs,runs_scored,balls_faced,fours,sixes,high_score,centuries,fifties,innings_bowled,balls_bowled,runs_conceded,wickets,5_wickets,best_bowling_wickets,best_bowling_runs,dismissals,batting_avg,batting_sr,bowling_economy,bowling_avg,identifier,unique_name,key_bcci,key_bcci_2,key_bigbash,key_cricbuzz,key_cricheroes,key_crichq,key_cricinfo,key_cricinfo_2,key_cricinfo_3,key_cricingif,key_cricketarchive,key_cricketarchive_2,key_cricketworld,key_nvplay,key_nvplay_2,key_opta,key_opta_2,key_pulse,key_pulse_2,catches,stumpings,run_outs_involved
Harpreet Singh,8.0,8.0,1.0,123.0,119.0,10.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,7.0,17.57,103.36,0.0,0.0,28c78fb3,Harpreet Singh,UiOJJK0yiiiCVeJ1eOXihIIJQGLbzcA,,,,,,340854.0,,,,,,,,,,,119.0,,3,0,0
Harsh Dubey,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,98.0,5.0,0.0,3.0,34.0,0.0,0.0,0.0,9.8,19.6,25228673,Harsh Dubey,2016733d4887acd711e6842a028d29d,,,,,,1216159.0,,,,,,,,,,,,,0,0,0
Harshit Rana,32.0,10.0,4.0,59.0,56.0,5.0,3.0,34.0,0.0,0.0,32.0,649.0,1029.0,40.0,0.0,3.0,24.0,6.0,9.83,105.36,9.51,25.73,77b1aa15,Harshit Rana,,,,,,,1312645.0,,,,,,,,,,,,,12,0,0
Himmat Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
I Malhotra,1.0,1.0,1.0,7.0,4.0,1.0,0.0,7.0,0.0,0.0,1.0,6.0,23.0,0.0,0.0,0.0,23.0,0.0,7.0,175.0,23.0,0.0,943fd425,I Malhotra,,,,,,,31088.0,,,,,,,,,,,,,0,0,0
I Sharma,117.0,21.0,15.0,57.0,69.0,4.0,2.0,10.0,0.0,0.0,117.0,2419.0,3377.0,96.0,1.0,5.0,12.0,6.0,9.5,82.61,8.38,35.18,5bb1a1c4,I Sharma,UiOeJizJOeGXJiVybJ0iiIK1CIAhcQL,,,,,,236779.0,,,,100673.0,,,,,,,38.0,,20,0,3
I Udana,10.0,4.0,1.0,15.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,174.0,282.0,8.0,0.0,2.0,41.0,3.0,5.0,136.36,9.72,35.25,ac5ae4af,I Udana,,,,,,,328026.0,,,,160216.0,,,,,,,690.0,,3,0,0
IC Pandey,24.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,462.0,591.0,18.0,0.0,2.0,23.0,1.0,0.0,0.0,7.68,32.83,e0407c01,IC Pandey,ceiIhOU0iIJeXLi1CiJKbGzAViQJJOy,,,,,,447439.0,,,,,,,,,,,1090.0,,6,0,0
IC Porel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,39.0,1.0,0.0,1.0,39.0,0.0,0.0,0.0,9.75,39.0,fdf7491e,IC Porel,0iyOJJKhJUbiIzOVCJGeiAecI1iXQiL,,,,,,967603.0,,,,,,,,,,,,,0,0,0
IK Pathan,102.0,82.0,29.0,1150.0,950.0,88.0,38.0,60.0,0.0,1.0,101.0,2043.0,2649.0,80.0,0.0,3.0,24.0,53.0,21.7,121.05,7.78,33.11,5fa06777,IK Pathan,0IizJOJiOLiJ1UXCIJAhiKyGVQceibe,,,,,,32685.0,,,,11245.0,,,,,,,49.0,,31,0,8
IR Jaggi,7.0,7.0,2.0,76.0,97.0,6.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,5.0,15.2,78.35,0.0,0.0,dded65e7,IR Jaggi,KIiiJVhyG0iJ1OUIXeLzeCQbJOAiciJ,,,,,,279554.0,,,,,,,,,,,37.0,,2,0,0
IS Sodhi,8.0,2.0,0.0,7.0,17.0,0.0,0.0,6.0,0.0,0.0,8.0,181.0,202.0,9.0,0.0,3.0,26.0,2.0,3.5,41.18,6.7,22.44,641ac5ff,IS Sodhi,,,,,,,559066.0,,,,952528.0,,,20af3d27-b418-4256-8426-b3ea7118d054,,,,1304.0,,0,0,0
Imran Tahir,59.0,8.0,4.0,33.0,37.0,5.0,0.0,13.0,0.0,0.0,59.0,1316.0,1703.0,82.0,0.0,4.0,12.0,4.0,8.25,89.19,7.76,20.77,acee4cc4,Imran Tahir,,,,,,,40618.0,,,12005.0,19120.0,,,,,,,898.0,,13,0,0
Iqbal Abdulla,48.0,13.0,11.0,88.0,84.0,9.0,1.0,33.0,0.0,0.0,48.0,920.0,1109.0,40.0,0.0,3.0,24.0,2.0,44.0,104.76,7.23,27.73,85aae393,Iqbal Abdulla,hcCJiAIJQiLKVey01UibJiIeXziOGJO,,,,,,277237.0,,,,,,,,,,,85.0,,14,0,5
Ishan Kishan,112.0,112.0,9.0,2998.0,2178.0,288.0,134.0,106.0,1.0,17.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,103.0,29.11,137.65,24.0,0.0,752f7486,Ishan Kishan,1KVLIceOQbJhCIiXJJiiUOizAiGJe0y,,,,,,720471.0,,,,1377783.0,,,21f1373b-c758-4c00-b985-782c0e48e299,,,,2975.0,,60,5,12
J Arunkumar,3.0,3.0,0.0,23.0,23.0,5.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,3.0,7.67,100.0,0.0,0.0,f663ef00,J Arunkumar,,,,,,,26291.0,,,,,,,,,,,,,0,0,0
J Botha,34.0,28.0,8.0,409.0,359.0,39.0,5.0,67.0,0.0,1.0,34.0,694.0,800.0,25.0,0.0,3.0,6.0,20.0,20.45,113.93,6.92,32.0,7c503806,J Botha,,,3329.0,,,,44149.0,,,,10278.0,,,,,,,224.0,,18,0,3
J Botha,34.0,28.0,8.0,409.0,359.0,39.0,5.0,67.0,0.0,1.0,34.0,694.0,800.0,25.0,0.0,3.0,6.0,20.0,20.45,113.93,6.92,32.0,eae9fe8a,Jemma Botha,,,,,,,1344016.0,,,,,,,,,,,,,18,0,3
J Fraser-McGurk,15.0,15.0,0.0,385.0,193.0,39.0,30.0,84.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,15.0,25.67,199.48,0.0,0.0,9b6e1b3f,J Fraser-McGurk,,,12311.0,,,,1168049.0,,,,2178677.0,,,,,,,,,8,0,2
J Little,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,228.0,339.0,11.0,0.0,4.0,45.0,0.0,0.0,0.0,8.92,30.82,9061a703,J Little,,,,,,,928067.0,,,,1277139.0,,,08d424d3-2c25-4c90-a93f-043f34a3be38,388c2623-6c89-4927-b03f-5b4e30286421,,,2983.0,,5,0,0
J Overton,3.0,2.0,2.0,15.0,7.0,1.0,1.0,11.0,0.0,0.0,3.0,36.0,83.0,0.0,0.0,0.0,24.0,0.0,15.0,214.29,13.83,0.0,59559bc2,J Overton,,,,,,,510530.0,,,,383628.0,,,ec2631d0-f8c1-49ea-af91-104113a36b4d,,,,1300.0,,0,0,0
J Suchith,21.0,9.0,5.0,70.0,61.0,6.0,3.0,34.0,0.0,0.0,21.0,420.0,602.0,19.0,0.0,2.0,12.0,4.0,17.5,114.75,8.6,31.68,4125d931,J Suchith,OyXQiJKCizOiIJJcJGU0ihebIiLVA1e,,,,,,527663.0,,,,,,,,,,,2741.0,,18,0,3
J Syed Mohammad,11.0,5.0,3.0,29.0,26.0,4.0,0.0,13.0,0.0,0.0,11.0,192.0,283.0,8.0,0.0,2.0,15.0,2.0,14.5,111.54,8.84,35.38,c64c2443,J Syed Mohammad,JeIUhGKOibOziIe1i0JViJcXiCAQJLy,,,,,,35261.0,,,,,,,,,,,281.0,,1,0,2
J Theron,10.0,4.0,2.0,10.0,12.0,1.0,0.0,7.0,0.0,0.0,10.0,221.0,302.0,11.0,0.0,4.0,26.0,2.0,5.0,83.33,8.2,27.45,dec8e038,J Theron,,,,,,,223642.0,,,,92280.0,,,,,17114.0,,183.0,,1,0,3
J Yadav,20.0,4.0,0.0,40.0,36.0,2.0,1.0,23.0,0.0,0.0,20.0,390.0,445.0,8.0,0.0,1.0,8.0,4.0,10.0,111.11,6.85,55.62,81049310,J Yadav,iOVOzKiiICIiUQeeGLXJb10JcJiJhAy,,,,,,447587.0,,,,254366.0,,,,,,,1740.0,,9,0,0
JA Morkel,90.0,67.0,27.0,975.0,687.0,61.0,55.0,73.0,0.0,3.0,87.0,1723.0,2359.0,85.0,0.0,4.0,32.0,40.0,24.38,141.92,8.21,27.75,c3d35165,JA Morkel,,,,,,,46248.0,,,,9427.0,,,,,,,26.0,,19,0,6
JA Richardson,4.0,3.0,0.0,17.0,26.0,2.0,0.0,15.0,0.0,0.0,4.0,90.0,157.0,3.0,0.0,2.0,41.0,3.0,5.67,65.38,10.47,52.33,1ee08e9a,JA Richardson,,,7776.0,,,,774223.0,,,,1723589.0,,,,,,,3781.0,,1,0,0
JC Archer,52.0,30.0,11.0,262.0,178.0,14.0,18.0,30.0,0.0,0.0,52.0,1218.0,1602.0,59.0,0.0,3.0,15.0,19.0,13.79,147.19,7.89,27.15,5574750c,JC Archer,,,,,,,669855.0,,,15830.0,1422835.0,,,7a90e3f1-b536-4e94-9c94-15b5f9b4112e,,,,3502.0,,11,0,0
JC Buttler,119.0,119.0,16.0,4121.0,2760.0,408.0,185.0,124.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,103.0,40.01,149.31,0.0,0.0,99b75528,JC Buttler,,,,,,,308967.0,,,11248.0,136065.0,,,,,,,509.0,,63,3,5
JD Ryder,29.0,29.0,1.0,604.0,458.0,69.0,19.0,86.0,0.0,4.0,16.0,236.0,303.0,8.0,0.0,2.0,14.0,28.0,21.57,131.88,7.7,37.88,91ffa6c6,JD Ryder,,,,583.0,,,38373.0,,,,44321.0,,,ef14f1c6-6fb0-4f82-ba85-f5643c459500,,,,220.0,,10,0,0
JD Unadkat,111.0,27.0,11.0,197.0,166.0,16.0,7.0,26.0,0.0,0.0,111.0,2274.0,3364.0,110.0,2.0,5.0,25.0,16.0,12.31,118.67,8.88,30.58,1e66c162,JD Unadkat,iJy0OICJehGiUJVLiA1KIbziOeXQiJc,,,,,,390484.0,,,,264173.0,,,ceca3b64-73e6-4aaf-acec-efcaa1225a0f,,,,86.0,,27,0,7
JDP Oram,15.0,11.0,3.0,106.0,108.0,6.0,5.0,41.0,0.0,0.0,14.0,237.0,349.0,9.0,0.0,3.0,32.0,8.0,13.25,98.15,8.84,38.78,3eac9d95,JDP Oram,,,,,,,38062.0,,,,9890.0,,,,,,,293.0,,8,0,2
JDS Neesham,14.0,10.0,1.0,92.0,93.0,6.0,2.0,22.0,0.0,0.0,13.0,216.0,334.0,8.0,0.0,3.0,12.0,9.0,10.22,98.92,9.28,41.75,9219eff0,JDS Neesham,,,,,,,355269.0,,,,335201.0,,,df2de035-abcb-4802-be85-98b0fc6456a3,e99a55e1-5fcf-47a3-bcc9-4f605682f579,,,971.0,,2,0,0
JE Root,2.0,1.0,0.0,10.0,15.0,1.0,0.0,10.0,0.0,0.0,1.0,12.0,14.0,0.0,0.0,0.0,14.0,1.0,10.0,66.67,7.0,0.0,a343262c,JE Root,,,,,,,303669.0,,,11238.0,204606.0,,,8bb95759-050d-ad46-a454-09ab12fe7d21,,,,887.0,,2,0,0
JE Taylor,5.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,117.0,157.0,6.0,0.0,3.0,30.0,1.0,3.0,100.0,8.05,26.17,4180d897,JE Taylor,,,,,,,53191.0,,,,46075.0,,,,,,,1841.0,,0,0,0
JEC Franklin,19.0,16.0,5.0,327.0,301.0,25.0,9.0,79.0,0.0,1.0,15.0,151.0,220.0,9.0,0.0,2.0,18.0,11.0,29.73,108.64,8.74,24.44,cf73ad76,JEC Franklin,,,,,,,37004.0,,,,9553.0,,,d358557d-e57f-48f6-94e9-470868ebb76b,,,,209.0,,6,0,0
JG Bethell,2.0,2.0,0.0,67.0,39.0,9.0,3.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,33.5,171.79,0.0,0.0,3c55c703,JG Bethell,,,,,,,1194959.0,,,,,,,f3eb7098-753f-4f4a-a254-732fff6c3735,,,,,,1,0,0
JH Kallis,98.0,95.0,11.0,2427.0,2222.0,255.0,44.0,89.0,0.0,17.0,89.0,1742.0,2293.0,65.0,0.0,3.0,13.0,84.0,28.89,109.23,7.9,35.28,86dc8f2e,JH Kallis,,,,,,,45789.0,,,,2231.0,,,,,,,198.0,,31,0,6
JJ Bumrah,145.0,28.0,21.0,68.0,79.0,5.0,1.0,16.0,0.0,0.0,145.0,3359.0,4059.0,186.0,3.0,5.0,10.0,7.0,9.71,86.08,7.25,21.82,462411b3,JJ Bumrah,bieJAiVQz1iKecLiyXiJhIOJ0OIUCJG,,,,,,625383.0,,,,1196767.0,,,,,,,1124.0,,18,0,3
JJ Roy,21.0,21.0,2.0,614.0,443.0,75.0,21.0,91.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,19.0,32.32,138.6,0.0,0.0,d1c36f5c,JJ Roy,,,4137.0,,,,298438.0,,,13460.0,157435.0,,,b62fcd0c-b06e-b94a-a1fd-57c4d4c78799,,,,1906.0,,10,0,0
JJ van der Wath,3.0,3.0,1.0,18.0,16.0,1.0,1.0,14.0,0.0,0.0,3.0,72.0,129.0,3.0,0.0,2.0,49.0,2.0,9.0,112.5,10.75,43.0,6821ac10,JJ van der Wath,,,,,,,47693.0,,,,,,,,,,,,,0,0,0
JL Denly,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1.0,0.0,0.0,0.0,0.0,bdadf7da,JL Denly,,,,,,,12454.0,,,,60226.0,,,80e47575-d246-3746-bea6-1fee1a71a9ab,,,,3611.0,,0,0,0
JL Pattinson,10.0,2.0,1.0,15.0,13.0,2.0,0.0,11.0,0.0,0.0,10.0,213.0,320.0,11.0,0.0,2.0,19.0,1.0,15.0,115.38,9.01,29.09,f752db61,JL Pattinson,,,4906.0,,,,272465.0,,,,113388.0,,,,,,,199.0,,2,0,0
JM Bairstow,52.0,52.0,4.0,1674.0,1146.0,173.0,74.0,114.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,48.0,34.88,146.07,0.0,0.0,abb83e27,JM Bairstow,,,,,,,297433.0,,,,90667.0,,,dce8a0e0-284d-ba48-a895-9d62273d68dd,,,,506.0,,29,4,3
JM Kemp,5.0,2.0,0.0,26.0,24.0,1.0,1.0,22.0,0.0,0.0,5.0,44.0,54.0,3.0,0.0,3.0,12.0,2.0,13.0,108.33,7.36,18.0,6581d753,JM Kemp,,,,,,,45797.0,,,,6318.0,,,,,,,1870.0,,1,0,0
JM Sharma,47.0,47.0,8.0,991.0,631.0,77.0,62.0,85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,39.0,25.41,157.05,0.0,0.0,800d2d97,JM Sharma,XGiIhViyKiIAOLJU0OCe1ecJJQzJibi,,,,,,721867.0,,,,,,,,,,,,,44,5,9
JO Holder,46.0,27.0,6.0,259.0,211.0,13.0,18.0,47.0,0.0,0.0,46.0,995.0,1461.0,53.0,0.0,4.0,52.0,21.0,12.33,122.75,8.81,27.57,0f721006,JO Holder,,,5211.0,,,,391485.0,,,,432602.0,,,,,,,1075.0,,14,0,3
JP Behrendorff,17.0,2.0,2.0,6.0,9.0,0.0,0.0,3.0,0.0,0.0,17.0,366.0,552.0,19.0,0.0,3.0,23.0,0.0,6.0,66.67,9.05,29.05,4933f499,JP Behrendorff,,,5959.0,,,,272477.0,,,,113398.0,,,,,,,937.0,,2,0,0
JP Duminy,79.0,75.0,24.0,2029.0,1636.0,126.0,79.0,78.0,0.0,14.0,49.0,678.0,834.0,23.0,0.0,4.0,17.0,51.0,39.78,124.02,7.38,36.26,2e8994e7,JP Duminy,,,,,,,44932.0,,,,44579.0,,,,,,,182.0,,32,0,3
JP Faulkner,60.0,45.0,20.0,527.0,390.0,36.0,23.0,46.0,0.0,0.0,60.0,1238.0,1799.0,61.0,2.0,5.0,16.0,25.0,21.08,135.13,8.72,29.49,808f425a,JP Faulkner,,,5118.0,,,,270484.0,,,,113409.0,,,,,,,193.0,,16,0,8
JP Inglis,11.0,11.0,2.0,278.0,171.0,26.0,16.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,9.0,30.89,162.57,0.0,0.0,989889ff,JP Inglis,,,7636.0,,,,662235.0,,,,1228947.0,,,,,,,,,9,1,0
JPR Scantlebury-Searles,3.0,2.0,1.0,8.0,6.0,0.0,1.0,6.0,0.0,0.0,3.0,42.0,89.0,2.0,0.0,1.0,24.0,1.0,8.0,133.33,12.71,44.5,99ed60f8,JPR Scantlebury-Searles,,,,,,,230554.0,,,,,,,,,,,4960.0,,4,0,0
JR Hazlewood,39.0,7.0,7.0,19.0,29.0,1.0,0.0,7.0,0.0,0.0,39.0,867.0,1196.0,57.0,0.0,4.0,25.0,0.0,19.0,65.52,8.28,20.98,03806cf8,JR Hazlewood,,,4818.0,,,,288284.0,,,,158701.0,,,,,,,857.0,,3,0,0
JR Hopes,20.0,19.0,3.0,417.0,306.0,49.0,11.0,71.0,0.0,4.0,20.0,360.0,548.0,14.0,0.0,2.0,2.0,16.0,26.06,136.27,9.13,39.14,2498e163,JR Hopes,,,,,,,5702.0,,,,,,,,,,,,,6,0,0
JR Philippe,5.0,5.0,1.0,78.0,77.0,9.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,4.0,19.5,101.3,0.0,0.0,39086549,JR Philippe,,,11466.0,,,,1124282.0,,,,2150448.0,,,,,,,4518.0,,0,0,0
JW Hastings,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,66.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,6.83,22.0,012829ff,JW Hastings,,,,,,,228622.0,,,,95746.0,,,,,,,748.0,,0,0,0
Jalaj S Saxena,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,9.0,0.0,249abedf,Jalaj S Saxena,JVQeJ0eKCUhIOizycbAiiIJ1GLJOXii,,,,,,237199.0,,,,,,,,,,,1087.0,,0,0,0
Jaskaran Singh,7.0,4.0,3.0,8.0,11.0,0.0,0.0,4.0,0.0,0.0,7.0,102.0,171.0,6.0,0.0,2.0,18.0,1.0,8.0,72.73,10.06,28.5,d7b3a420,Jaskaran Singh,h0cCJIKOeUVJIiXGiiiLeJOzAyJb1iQ,,,,,,376102.0,,,,,,,,,,,,,0,0,0
Jaskaran Singh,7.0,4.0,3.0,8.0,11.0,0.0,0.0,4.0,0.0,0.0,7.0,102.0,171.0,6.0,0.0,2.0,18.0,1.0,8.0,72.73,10.06,28.5,ec178b04,Jaskaran Singh (2),,,,,,,1185571.0,,,,,,,838584e1-93f4-421e-965d-785d88e8a947,,,,,,0,0,0
Jaskaran Singh,7.0,4.0,3.0,8.0,11.0,0.0,0.0,4.0,0.0,0.0,7.0,102.0,171.0,6.0,0.0,2.0,18.0,1.0,8.0,72.73,10.06,28.5,5efcabe2,Jaskaran Singh (3),bOzOhJIiiVQyJicXJACJ1iLiKUG0Iee,,,,,,543922.0,,,,,,,,,,,,,0,0,0
Joginder Sharma,16.0,5.0,1.0,36.0,30.0,1.0,2.0,16.0,0.0,0.0,15.0,256.0,419.0,12.0,0.0,2.0,27.0,4.0,9.0,120.0,9.82,34.92,9f961c14,Joginder Sharma,,,,,,,29976.0,,,,,,,,,,,,,5,0,2
K Goel,16.0,16.0,2.0,218.0,231.0,17.0,9.0,38.0,0.0,0.0,6.0,66.0,93.0,0.0,0.0,0.0,7.0,14.0,15.57,94.37,8.45,0.0,a1f1829d,K Goel,,,,,,,28997.0,,,,,,,,,,,,,9,0,1
K Gowtham,36.0,27.0,9.0,247.0,148.0,15.0,17.0,33.0,0.0,0.0,35.0,588.0,808.0,21.0,0.0,2.0,12.0,18.0,13.72,166.89,8.24,38.48,90de905a,K Gowtham,cIGXUiQI01OOVeJbJAJyieiKizhJLCi,,,,,,424377.0,,,,1138994.0,,,,,,,3834.0,,22,0,0
K Kartikeya,16.0,4.0,0.0,12.0,17.0,1.0,0.0,6.0,0.0,0.0,16.0,282.0,407.0,12.0,0.0,2.0,22.0,4.0,3.0,70.59,8.66,33.92,f6d8a7ab,K Kartikeya,2017b97898cda37611e78020028d29d,,,,,,1159843.0,,,,,,,,,,,,,1,0,0
K Khejroliya,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,139.0,246.0,6.0,0.0,2.0,33.0,0.0,0.0,0.0,10.62,41.0,fa2f1dde,K Khejroliya,20171e2469f0f9ac11e6842a028d29d,,,,,,1083033.0,,,,,,,,,,,3835.0,,1,0,0
K Rabada,84.0,30.0,13.0,215.0,201.0,16.0,9.0,44.0,0.0,0.0,84.0,1911.0,2741.0,122.0,0.0,4.0,21.0,17.0,12.65,106.97,8.61,22.47,e62dd25d,K Rabada,,,,,,,550215.0,,,,1374908.0,,,,,,,1664.0,,30,0,3
K Santokie,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,90.0,3.0,0.0,2.0,50.0,0.0,0.0,0.0,11.25,30.0,531f0278,K Santokie,,,,,,,314622.0,,,,,,,,,,,1747.0,,1,0,0
K Upadhyay,3.0,2.0,2.0,12.0,9.0,0.0,1.0,11.0,0.0,0.0,3.0,54.0,81.0,0.0,0.0,0.0,19.0,0.0,12.0,133.33,9.0,0.0,27e71d47,K Upadhyay,hCJeKJXVJJiLUiQi1iAO0zbOIIciyeG,,,,,,431876.0,,,,,,,,,,,269.0,,1,0,0
K Yadav,3.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0,84.0,2.0,0.0,1.0,18.0,0.0,0.0,0.0,9.33,42.0,030f3089,K Yadav,,,,,,,1206495.0,,,,,,,,,,,,,0,0,0
KA Jamieson,13.0,9.0,5.0,65.0,60.0,5.0,3.0,16.0,0.0,0.0,13.0,258.0,416.0,14.0,0.0,3.0,41.0,4.0,16.25,108.33,9.67,29.71,68c56d09,KA Jamieson,,,,,,,625960.0,,,,1389417.0,,,c6a2001d-7abe-4c66-8867-f6776f59300c,,,,1616.0,,2,0,0
KA Maharaj,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,36.0,39.0,2.0,0.0,2.0,23.0,1.0,1.0,50.0,6.5,19.5,0b60eb09,KA Maharaj,,,,,,,267724.0,,,,142991.0,,49706.0,,,,,1894.0,,1,0,0
KA Pollard,179.0,168.0,48.0,3437.0,2329.0,221.0,224.0,87.0,0.0,16.0,107.0,1488.0,2180.0,69.0,0.0,4.0,44.0,120.0,28.64,147.57,8.79,31.59,a757b0d8,KA Pollard,,,,,,,230559.0,,,,97647.0,,,,,,,210.0,,103,0,13
KAJ Roach,2.0,1.0,0.0,10.0,9.0,1.0,0.0,10.0,0.0,0.0,2.0,48.0,80.0,0.0,0.0,0.0,32.0,1.0,10.0,111.11,10.0,0.0,78eb4223,KAJ Roach,,,,,,,230553.0,,,,97641.0,,,d9fdab49-f708-4cbb-aa55-3d437b55e649,,,,410.0,,1,0,0
KB Arun Karthik,8.0,8.0,3.0,51.0,51.0,4.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,5.0,10.2,100.0,0.0,0.0,7daedf2f,KB Arun Karthik,LJQKhVXezy0iJceiiIiGJO1AiCIbOUJ,,,,,,319745.0,,,,,,,,,,,153.0,,12,2,4
KC Cariappa,11.0,5.0,2.0,24.0,21.0,0.0,2.0,12.0,0.0,0.0,11.0,216.0,348.0,8.0,0.0,2.0,16.0,3.0,8.0,114.29,9.67,43.5,edb3d4f8,KC Cariappa,OIiUJCLIKAcViGzJO1XeQJyiii0heJb,,,,,,777537.0,,,,,,,,,,,2743.0,,3,0,0
KC Sangakkara,68.0,68.0,3.0,1687.0,1392.0,195.0,27.0,94.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,65.0,25.95,121.19,0.0,0.0,6b71e6cf,KC Sangakkara,,,,,,,50710.0,,,,9506.0,,,,,,,27.0,,45,9,11
KD Karthik,233.0,233.0,49.0,4843.0,3580.0,466.0,161.0,97.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,184.0,26.32,135.28,0.0,0.0,c03f1114,KD Karthik,JViyiOLAiI1OXCzhJieQ0cJKUbJGIie,,,,,,30045.0,,,,8749.0,,,,,,,102.0,,145,37,46
KH Devdhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0
KH Pandya,142.0,114.0,33.0,1756.0,1326.0,153.0,65.0,86.0,0.0,2.0,132.0,2398.0,2985.0,93.0,0.0,4.0,45.0,81.0,21.68,132.43,7.47,32.1,5b8c830e,KH Pandya,UicQOhOJ1XACJeGKyeVJbiLIiJiiIz0,,,,,,471342.0,,,,254356.0,,,,,,,3183.0,,52,0,2
KJ Abbott,5.0,3.0,2.0,13.0,8.0,0.0,1.0,12.0,0.0,0.0,5.0,96.0,177.0,2.0,0.0,1.0,38.0,1.0,13.0,162.5,11.06,88.5,a9da7784,KJ Abbott,,,,,,,297583.0,,,,136002.0,,,95b5125a-c340-4294-841c-dd90817eec02,,,,1105.0,,0,0,0
KK Ahmed,71.0,6.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,71.0,1556.0,2328.0,89.0,0.0,3.0,21.0,5.0,0.4,22.22,8.98,26.16,a2f46292,KK Ahmed,IQJiLJyeIGhziObUJ0COiiX1VKceAJi,,,,,,942645.0,,,,1196933.0,,,67dc81f9-df52-436f-88ec-3ded368652c7,,,,2964.0,,5,0,2
KK Cooper,25.0,12.0,3.0,116.0,68.0,9.0,8.0,32.0,0.0,0.0,25.0,576.0,757.0,33.0,0.0,4.0,26.0,9.0,12.89,170.59,7.89,22.94,557153ca,KK Cooper,,,,,,,371814.0,,,,,,,,,,,232.0,,12,0,4
KK Nair,76.0,76.0,5.0,1694.0,1286.0,185.0,49.0,89.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,71.0,23.86,131.73,0.0,0.0,944533a5,KK Nair,0JchQiibeAGyCUiJeX1IKzLIOJiJOiV,,,,,,398439.0,,,,170186.0,,,,,,,276.0,,28,0,9
KL Nagarkoti,12.0,7.0,3.0,22.0,33.0,1.0,0.0,8.0,0.0,0.0,11.0,180.0,285.0,5.0,0.0,2.0,13.0,4.0,5.5,66.67,9.5,57.0,b4f5c2d9,KL Nagarkoti,iOiyQcieUO0XIiCK1zJJJiLJAGhVeIb,,,,,,1070188.0,,,,1573579.0,,,,,,,3766.0,,9,0,0
KL Rahul,135.0,135.0,23.0,5235.0,3848.0,453.0,208.0,132.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,112.0,46.74,136.04,0.0,0.0,b17e2f24,KL Rahul,bhJIOc1UiieXKOJiVLeGJQiCAJi0Iyz,,,,,,422108.0,,,,170187.0,,,,,,,1125.0,,81,7,10
